OBJECTID,Join_Count,TARGET_FID,BUSHALTEST,LINK_STW,DATUM,HST_ID,GKZ,Ort,Haltestelle,RegStopNo,GID,Typ,Y,X,ID_EFA,x2,y2
169,1,170,"Buhlenweg Süd, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6877.htm,6/17/2011 12:00:00 AM,6877,8335043,Konstanz,Konstanz Buhlenweg Süd,35292,11964,|- Steig,47.6830095,9.15806381,8711964,511871.0739,5281077.0762
170,1,171,ZfP Reichenau,http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6937.htm,6/17/2011 12:00:00 AM,6937,8335066,Reichenau (Baden),Reichenau ZfP,34718,2429,Haltestelle,47.69226172,9.12831161,8702429,509626.0496,5282097.7339
171,1,172,"Kindlebildstraße, stadtauswärts", ,3/16/2020 12:00:00 AM,6858,8335043,Wollmatingen,Wollmatingen Kindlebildstraße,35281,11932,Haltestelle,47.69142123,9.1454335,8711932,510917.845,5282018.9508
172,1,173,"Jugendherberge, Richtung Mainau-Vororte",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6721.htm,6/17/2011 12:00:00 AM,6721,8335043,Konstanz,Konstanz Jugendherberge,35225,11863,Haltestelle,47.68493264,9.20009598,8711863,515014.5343,5281311.41
173,1,174,"Insel Mainau, in beide Richtungen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6566.htm,6/17/2011 12:00:00 AM,6566,8335043,Mainau,Mainau,35237,11879,|- Steig,47.70110121,9.18384546,8711879,513794.4224,5283092.7723
174,1,175,"Zähringerplatz/Allmannsdorfer Str., stadteinwärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6920.htm,6/17/2011 12:00:00 AM,6920,8335043,Konstanz,Konstanz Zähringerplatz,35284,11935,|- Steig,47.67348343,9.1845192,8711935,513856.0203,5280032.2224
175,1,176,"Allmannsdorfer Straße, Richtung Innenstadt", ,3/13/2020 12:00:00 AM,6918,8335043,Konstanz,Konstanz Allmannsdorfer Straße,35177,11802,|- Steig,47.67376772,9.1876094,8711802,514084.6691,5280063.3239
176,1,177,"Zähringerplatz/Allmannsdorfer Str., stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6919.htm,6/17/2011 12:00:00 AM,6919,8335043,Konstanz,Konstanz Allmannsd.Str./Zähringerplatz,36385,11936,Haltestelle,47.67351367,9.18529175,8711936,513905.8032,5280029.2738
177,1,178,"Allmannsdorfer Straße, stadtauswärts", ,3/13/2020 12:00:00 AM,6921,8335043,Konstanz,Konstanz Allmannsdorfer Straße,35177,11802,|- Steig,47.67374958,9.18770821,8711802,514087.9589,5280056.3078
178,1,179,"Am Bettenberg, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6864.htm,6/17/2011 12:00:00 AM,6864,8335043,Konstanz,Konstanz Am Bettenberg,35178,11804,Haltestelle,47.69900937,9.1576955,8711804,511828.3226,5282860.8834
179,1,180,"Am Bettenberg, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6865.htm,6/17/2011 12:00:00 AM,6865,8335043,Konstanz,Konstanz Am Bettenberg,35178,11804,Haltestelle,47.69900937,9.1576955,8711804,511835.7145,5282859.3433
180,1,181,"Bodenseeforum/IHK, stadtauswärts", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Bodenseeforum / IHK,35321,61500,|- Steig,47.6716385,9.16843037,8761500,512652.5529,5279821.1374
181,1,182,"Bodenseeforum/IHK, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Bodenseeforum / IHK,35321,61500,|- Steig,47.67171109,9.16668764,8761500,512502.2261,5279822.6463
182,1,183,"Neue Rheinbrücke, stadtauswärts", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Neue Rheinbrücke,35320,60200,Haltestelle,47.67200749,9.16339082,8760200,512268.381,5279865.8932
183,1,184,"Neue Rheinbrücke, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Neue Rheinbrücke,35320,60200,Haltestelle,47.67200749,9.16339082,8760200,512263.9692,5279843.5002
184,1,185,"Line-Eid-Straße, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Line-Eid-Straße,35231,11871,|- Steig,47.67294508,9.15517123,8711871,511643.206,5279963.2005
185,1,186,"Rudolf-Diesel-Straße, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Rudolf-Diesel-Straße,35251,11898,|- Steig,47.6743605,9.15144323,8711898,511307.668600001,5280152.3211
186,1,187,"Carl-Benz-Straße, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Carl-Benz-Straße,35193,11826,|- Steig,47.67643518,9.14834404,8711826,511132.0069,5280347.7468
187,1,188,"Fritz-Arnold-Straße, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Fritz-Arnold-Straße,35212,11846,|- Steig,47.67578194,9.14553231,8711846,510920.043600001,5280274.6347
188,1,189,Radolfzeller Straße, ,3/12/2020 12:00:00 AM,0,8335043,Wollmatingen,Wollmatingen Radolfzeller Str.,35283,11934,|- Steig,47.6943236,9.14175939,8711934,510640.208,5282340.2653
189,1,190,"Dingelsdorf Thingolthalle, nach Oberdorf", ,3/13/2020 12:00:00 AM,0,8335043,Dingelsdorf,Dingelsdorf Thingolthalle,35290,11951,|- Steig,47.73700602,9.15525208,8711951,511635.8494,5287092.8499
190,1,191,"Dingelsdorf Thingolthalle, nach Dettingen", ,3/13/2020 12:00:00 AM,0,8335043,Dingelsdorf,Dingelsdorf Thingolthalle,35290,11951,|- Steig,47.73674624,9.15535988,8711951,511653.0245,5287056.1744
191,1,192,Wallhausen-Linzgaublick, ,3/13/2020 12:00:00 AM,0,8335043,Wallhausen/Konstanz,Wallhausen Linzgaublick,35279,11930,|- Steig,47.74618826,9.13283912,8711930,509957.792500001,5288096.7338
192,1,193,"Dettingen/Feuerwehr, nach Wallhausen-KN Innenstadt", ,3/13/2020 12:00:00 AM,0,8335043,Dettingen (Konstanz),Dettingen (KN) Feuerwehr,35195,11828,|- Steig,47.7380089,9.11677724,8711828,508760.2813,5287183.4265
193,1,194,"Schwaketenstraße, stadtauswärts Richtung Urisberg", ,3/13/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Schwaketenstraße,35260,11907,|- Steig,47.68939552,9.15251222,8711907,511445.5076,5281796.0743
194,1,195,Urisberg, ,3/13/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Urisberg,35276,11927,|- Steig,47.68993975,9.15120966,8711927,511342.8088,5281847.8088
195,1,196,Universität West, ,3/13/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Universität West,35332,90100,|- Steig,47.68946204,9.18629786,8790100,513981.843,5281800.1153
196,1,197,Sonnenbühlstraße/Tannenhof, ,3/13/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Sonnenbühlstr/Tannenhof,35333,91800,|- Steig,47.67598154,9.19727527,8791800,514821.3483,5280305.2059
197,1,198,Friedrichstraße, ,3/13/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Friedrichstraße,35211,11845,|- Steig,47.67625373,9.18443835,8711845,513847.8327,5280334.1658
198,1,199,Feursteinstraße, ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Feursteinstraße,35207,11841,|- Steig,47.69027838,9.13469863,8711841,510109.4746,5281888.0446
199,1,200,Grundschule Wollmatingen, ,3/16/2020 12:00:00 AM,0,8335043,Wollmatingen,Wollmatingen Grundschule,35068,3262,|- Steig,47.68962531,9.15083237,8703262,511311.8422,5281820.5986
200,1,201,"Kindlebildstraße, stadtzentrum", ,3/16/2020 12:00:00 AM,0,8335043,Wollmatingen,Wollmatingen Kindlebildstraße,35281,11932,Haltestelle,47.69142123,9.1454335,8711932,510906.0472,5282014.0057
201,1,202,"Max-Stromeyer-Straße OST, Richtung Innenstadt", ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Max-Stromeyer-Str. Ost,35240,11883,|- Steig,47.67747552,9.15647379,8711883,511733.7713,5280466.4685
202,1,203,"Max-Stromeyer-Straße OST, stadtauswärts", ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Max-Stromeyer-Str. Ost,35240,11883,|- Steig,47.67766906,9.15603362,8711883,511720.9521,5280488.3484
203,1,204,"Max-Stromeyer-Straße WEST, stadtauswärts", ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Max-Strom.-Str. West,35241,11884,|- Steig,47.67899364,9.15190137,8711884,511410.7295,5280638.9264
204,1,205,"Max-Stromeyer-Straße WEST, Richtung Innenstadt", ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Max-Strom.-Str. West,35241,11884,|- Steig,47.678788,9.15238646,8711884,511429.963,5280614.0799
205,1,206,Gottmannplatz (Linie 15), ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Gottmannpl./Schneckenburgstr,35323,70700,Haltestelle,47.67393709,9.17065819,8770700,512809.354,5280066.9555
206,1,207,Friedhof (Linie 15), ,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Friedhof,35210,11844,|- Steig,47.67754205,9.17325432,8711844,513002.5676,5280488.1159
207,1,208,"Kreuzlingen, Helvetiaplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Helvetiaplatz",114026,27477,Haltestelle,47.65308273,9.1735328,53027477,513048.1583,5277719.7463
208,1,209,"Kreuzlingen, Helvetiaplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Helvetiaplatz",114026,27477,Haltestelle,47.65308273,9.1735328,53027477,513044.2085,5277702.5698
209,1,210,"Kreuzlingen, Seepark-Center", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Seepark",114042,27496,Haltestelle,47.64077311,9.19596373,53027496,514779.6124,5276436.3475
210,1,211,"Kreuzlingen, Zihlstraße", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Zihlstrasse",109241,24954,Haltestelle,47.63965941,9.20144346,53024954,515074.459,5276353.9543
211,1,212,"Kreuzlingen, Zihlstraße", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Zihlstrasse",109241,24954,Haltestelle,47.63965941,9.20144346,53024954,515130.539,5276268.2217
212,1,213,"Kreuzlingen, Kurzrickenbach", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Kurzrickenbach",103252,3747,Haltestelle,47.64007705,9.19425693,53003747,514610.0201,5276327.0098
213,1,214,"Kreuzlingen, Kurzrickenbach", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Kurzrickenbach",103252,3747,Haltestelle,47.64007705,9.19425693,53003747,514566.2017,5276332.7486
214,1,215,"Kreuzlingen, Breite", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Breite",109237,24949,Haltestelle,47.64171126,9.18958569,53024949,514180.4199,5276539.3765
215,1,216,"Kreuzlingen, Breite", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Breite",109237,24949,Haltestelle,47.64171126,9.18958569,53024949,514244.8694,5276493.7458
216,1,217,"Kreuzlingen, Blaues-Haus-Platz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Blaues-Haus-Platz",109236,24948,Haltestelle,47.64293991,9.18383648,53024948,513748.4118,5276682.1375
217,1,218,"Kreuzlingen, Blaues-Haus-Platz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Blaues-Haus-Platz",109236,24948,Haltestelle,47.64293991,9.18383648,53024948,513812.2594,5276633.0675
218,1,219,"Kreuzlingen, Seminar/Hirschenplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Seminar",103251,3746,Haltestelle,47.64495531,9.17909337,53003746,513406.8195,5276898.0935
219,1,220,"Kreuzlingen, Bärenplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Bärenplatz",103250,3745,Haltestelle,47.6473277,9.17570672,53003745,513185.2042,5277120.6382
220,1,221,"Kreuzlingen, Bärenplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Bärenplatz",103250,3745,Haltestelle,47.6473277,9.17570672,53003745,513201.1269,5277107.271
221,1,222,"Kreuzlingen, Seminar/Hirschenplatz", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Seminar",103251,3746,Haltestelle,47.64495531,9.17909337,53003746,513454.0764,5276852.4728
222,1,223,"Kreuzlingen, Sonnenweg", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Sonnenweg",114027,27478,Haltestelle,47.64939135,9.17467366,53027478,513130.8888,5277334.9946
223,1,224,"Kreuzlingen, Sonnenweg", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Sonnenweg",114027,27478,Haltestelle,47.64939135,9.17467366,53027478,513120.5238,5277356.1803
224,1,225,"Kreuzlingen, Seepark-Center", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Seepark",114042,27496,Haltestelle,47.64077311,9.19596373,53027496,514720.9267,5276391.2467
225,1,226,"Bottighofen, Post", ,3/16/2020 12:00:00 AM,0,23021643,Bottighofen,"Bottighofen, Post",103253,3748,Haltestelle,47.63968967,9.20783946,53003748,515586.7321,5276292.8067
226,1,227,"Bottighofen, Post", ,3/16/2020 12:00:00 AM,0,23021643,Bottighofen,"Bottighofen, Post",103253,3748,Haltestelle,47.63968967,9.20783946,53003748,515604.9637,5276278.6096
227,1,234,"Münsterlingen, Nonnenpförtli", ,3/16/2020 12:00:00 AM,0,23021691,Münsterlingen,"Münsterlingen, Nonnenpförtli",114065,27524,Haltestelle,47.63165098,9.23388162,53027524,517557.4807,5275393.2398
228,1,235,"Münsterlingen, Nonnenpförtli", ,3/16/2020 12:00:00 AM,0,23021691,Münsterlingen,"Münsterlingen, Nonnenpförtli",114065,27524,Haltestelle,47.63165098,9.23388162,53027524,517570.204,5275388.9207
229,1,236,"Münsterlingen, Spitaleingang", ,3/16/2020 12:00:00 AM,0,23021691,Münsterlingen,"Münsterlingen, Spitaleingang",103254,3749,Haltestelle,47.63104561,9.2363969,53003749,517757.632,5275324.3639
230,1,237,"Münsterlingen, Spitaleingang", ,3/16/2020 12:00:00 AM,0,23021691,Münsterlingen,"Münsterlingen, Spitaleingang",103254,3749,Haltestelle,47.63104561,9.2363969,53003749,517751.7775,5275324.3439
231,1,238,"Landschlacht, Schulstraße", ,3/16/2020 12:00:00 AM,0,23021691,Landschlacht,"Landschlacht, Schulstrasse",103258,3753,Haltestelle,47.62741928,9.2456765,53003753,518484.6764,5274904.3094
232,1,239,"Landschlacht, Vorderdorf", ,3/16/2020 12:00:00 AM,0,23021691,Landschlacht,"Landschlacht, Vorderdorf",109265,24979,Haltestelle,47.62639006,9.24939553,53024979,518736.4962,5274799.4707
233,1,241,"Kreuzlingen, Hauptzoll", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Hauptzoll",117427,27476,Haltestelle,47.65493436,9.17338907,53027476,513022.5961,5277961.1971
234,1,242,"Kreuzlingen, Hauptzoll", ,3/16/2020 12:00:00 AM,0,23021671,Kreuzlingen,"Kreuzlingen, Hauptzoll",117427,27476,Haltestelle,47.65493436,9.17338907,53027476,513016.4035,5277949.6695
235,1,243,"Scherzingen, Bäckerstübli", ,3/16/2020 12:00:00 AM,0,23021691,Scherzingen (CH),"Scherzingen, Bäckerstübli",103255,3750,Haltestelle,47.63030099,9.22670408,53003750,517022.8778,5275240.5409
236,1,244,"Scherzingen, Bäckerstübli", ,3/16/2020 12:00:00 AM,0,23021691,Scherzingen (CH),"Scherzingen, Bäckerstübli",103255,3750,Haltestelle,47.63030099,9.22670408,53003750,517030.5795,5275238.1914
237,1,245,"Scherzingen, Kirche", ,3/16/2020 12:00:00 AM,0,23021691,Scherzingen (CH),"Scherzingen, Kirche",114043,27497,Haltestelle,47.63210501,9.22323658,53027497,516789.504,5275431.952
238,1,246,"Scherzingen, Kirche", ,3/16/2020 12:00:00 AM,0,23021691,Scherzingen (CH),"Scherzingen, Kirche",114043,27497,Haltestelle,47.63210501,9.22323658,53027497,516777.564,5275438.4906
239,1,247,Staad/Autofähre (Hotel Schiff),,3/16/2020 12:00:00 AM,0,8335043,Konstanz,Konstanz Staad Autofähre/Hotel Schiff,36384,11352,Haltestelle,47.681824,9.211262,8711352,515861.839,5280964.4061
