STRUCTURE,STRUCTURE_ID,freq,unit,indic_il,deg_urb,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,MT,2021,18136,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,MT,2022,19480,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,NL,2021,28689,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,NL,2022,29452,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,NO,2021,36914,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,NO,2022,39857,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,PL,2021,8549,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,PL,2022,9150,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,PT,2021,10996,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,PT,2022,10979,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,RO,2021,4926,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,RO,2022,5635,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,RS,2021,4199,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SE,2021,25630,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SE,2022,26589,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SI,2021,15416,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SI,2022,16475,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SK,2021,8670,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG2,T,Y_GE18,SK,2022,8889,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,AT,2021,28199,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,AT,2022,28888,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,BE,2021,26085,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,BE,2022,27928,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,BG,2021,4203,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,BG,2022,4286,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,CH,2021,43811,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,CY,2021,14536,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,CY,2022,14892,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,CZ,2021,10360,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,CZ,2022,11882,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,DE,2021,25067,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,DE,2022,25166,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,DK,2021,31355,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,DK,2022,32852,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EA,2021,20330,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EA19,2021,20330,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EA20,2021,20086,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EA20,2022,20741,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EE,2021,12165,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EE,2022,14169,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EL,2021,7670,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EL,2022,8327,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,ES,2021,14852,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,ES,2022,15208,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EU27_2020,2021,16602,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,EU27_2020,2022,17329,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,FI,2021,24640,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,FI,2022,25508,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,FR,2021,22636,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,FR,2022,23422,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,HR,2021,7296,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,HR,2022,8049,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,HU,2021,5834,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,HU,2022,6451,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,IE,2021,25266,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,IE,2022,25467,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,IT,2021,16681,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,IT,2022,17472,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LT,2021,8752,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LT,2022,9018,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LU,2021,43921,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LU,2022,44574,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LV,2021,8006,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,LV,2022,8650,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,MT,2021,17319,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,MT,2022,19302,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,NL,2021,28517,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,NL,2022,30568,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,NO,2021,35016,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,NO,2022,38299,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,PL,2021,7410,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,PL,2022,7982,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,PT,2021,9371,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,PT,2022,9580,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,RO,2021,3362,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,RO,2022,4226,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,RS,2021,3440,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SE,2021,24142,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SE,2022,25476,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SI,2021,15152,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SI,2022,16528,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SK,2021,8160,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,TOTAL,SK,2022,8435,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,AT,2021,28907,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,AT,2022,29771,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,BE,2021,26097,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,BE,2022,27933,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,BG,2021,4243,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,BG,2022,4366,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,CH,2021,45451,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,CY,2021,14644,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,CY,2022,15401,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,CZ,2021,10495,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,CZ,2022,12038,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,DE,2021,25502,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,DE,2022,25582,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,DK,2021,31458,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,DK,2022,32665,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EA,2021,20527,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EA19,2021,20527,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EA20,2021,20265,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EA20,2022,20911,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EE,2021,12090,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EE,2022,13922,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EL,2021,7793,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EL,2022,8541,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,ES,2021,14995,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,ES,2022,15390,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EU27_2020,2021,16785,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,EU27_2020,2022,17540,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,FI,2021,24973,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,FI,2022,25540,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,FR,2021,22791,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,FR,2022,23543,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,HR,2021,7357,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,HR,2022,8159,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,HU,2021,5959,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,HU,2022,6470,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,IE,2021,26101,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,IE,2022,26314,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,IT,2021,17078,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,IT,2022,17957,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LT,2021,8761,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LT,2022,9124,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LU,2021,45727,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LU,2022,46935,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LV,2021,7949,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,LV,2022,8528,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,MT,2021,17319,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,MT,2022,19881,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,NL,2021,28327,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,NL,2022,30432,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,NO,2021,35698,b
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,NO,2022,38667,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,PL,2021,7450,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,PL,2022,8133,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,PT,2021,9380,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,PT,2022,9705,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,RO,2021,3548,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,RO,2022,4397,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,RS,2021,3486,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SE,2021,24505,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SE,2022,25920,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SI,2021,15149,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SI,2022,16562,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SK,2021,8390,
dataflow,ESTAT:ILC_DI17(1.0),A,EUR,MED_E,DEG3,T,Y_GE18,SK,2022,8673,
