STRUCTURE,STRUCTURE_ID,freq,unit,direct,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL41,2020,8700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL42,2020,8200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL43,2020,7300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL5,2020,8500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL51,2020,8800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL52,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL6,2020,7700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL61,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL62,2020,7300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL63,2020,8200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL7,2020,8100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL71,2020,8500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL72,2020,7200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL8,2020,6900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL81,2020,7200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL82,2020,6600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL84,2020,7000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL9,2020,10800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL91,2020,12700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PL92,2020,8300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT,2020,12400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT1,2020,12400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT11,2020,11000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT15,2020,14700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT16,2020,11800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT17,2020,14300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT18,2020,12200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT2,2020,12200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT20,2020,12200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT3,2020,11600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,PT30,2020,11600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO,2020,6500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO1,2020,6400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO11,2020,6400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO12,2020,6400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO2,2020,5200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO21,2020,5000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO22,2020,5300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO3,2020,8200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO31,2020,5300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO32,2020,11800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO4,2020,6100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO41,2020,5400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,RO42,2020,6900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE,2020,22000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE1,2020,23400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE11,2020,25500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE12,2020,20600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE2,2020,21200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE21,2020,20100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE22,2020,21100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE23,2020,21700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE3,2020,20400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE31,2020,20100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE32,2020,20400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SE33,2020,20900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI,2020,13000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI,2021,14000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI0,2020,13000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI0,2021,14000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI03,2020,12800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI03,2021,13600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI04,2020,13200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SI04,2021,14400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK,2020,10100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK0,2020,10100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK01,2020,16400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK02,2020,9500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK03,2020,9600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,SK04,2020,8500,
