STRUCTURE,STRUCTURE_ID,freq,unit,direct,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,FRY4,2020,16600,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,FRY5,2020,7600,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR,2020,7900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR0,2020,7900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR02,2020,6100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR03,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR05,2020,11400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HR06,2020,7800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU,2020,8400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU1,2020,11100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU11,2020,12700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU12,2020,8900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU2,2020,7700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU21,2020,8400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU22,2020,7900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU23,2020,6700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU3,2020,6700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU31,2020,6200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU32,2020,6700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,HU33,2020,7100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IE,2020,25000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IE0,2020,25000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IE04,2020,19400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IE05,2020,23600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IE06,2020,28000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,IT,2020,18800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITC,2020,23400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITC1,2020,21300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITC2,2020,19700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITC3,2020,20200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITC4,2020,24900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF,2020,12700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF1,2020,15300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF2,2020,13800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF3,2020,12300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF4,2020,12900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF5,2020,13500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITF6,2020,11400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITG,2020,12600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITG1,2020,12100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITG2,2020,14000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH,2020,22100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH1,2020,27100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH2,2020,21400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH3,2020,20900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH4,2020,20800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITH5,2020,23300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITI,2020,19700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITI1,2020,19500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITI2,2020,17500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITI3,2020,18200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,ITI4,2020,20600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LT,2020,11600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LT0,2020,11600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LT01,2020,14600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LT02,2020,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU,2020,41700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU,2021,43700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU0,2020,41700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU0,2021,43700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU00,2020,41700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LU00,2021,43700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LV,2020,9800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LV0,2020,9800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,LV00,2020,9800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL,2020,29400,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL1,2020,25500,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL11,2020,25100,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL12,2020,25300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL13,2020,26100,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL2,2020,27800,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL21,2020,26800,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL22,2020,28300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL23,2020,28300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL3,2020,31300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL31,2020,34000,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL32,2020,32700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL33,2020,29700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL34,2020,27100,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL4,2020,28700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL41,2020,29800,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,NL42,2020,26300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL,2020,8800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL2,2020,8800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL21,2020,8600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL22,2020,9000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL4,2020,8700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL41,2020,9300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL42,2020,8300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL43,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL5,2020,8900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL51,2020,9400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL52,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL6,2020,8000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL61,2020,7600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL62,2020,7300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL63,2020,8700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL7,2020,8200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL71,2020,8800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL72,2020,7200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL8,2020,7000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL81,2020,7200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL82,2020,6700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL84,2020,7200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL9,2020,12000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL91,2020,14600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PL92,2020,8500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT,2020,12300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT1,2020,12300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT11,2020,10900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT15,2020,13200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT16,2020,11100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT17,2020,15100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT18,2020,11900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT2,2020,11900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT20,2020,11900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT3,2020,10800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,PT30,2020,10800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO,2020,6600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO1,2020,6500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO11,2020,6500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO12,2020,6500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO2,2020,4800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO21,2020,4400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO22,2020,5200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO3,2020,9200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO31,2020,5000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO32,2020,14500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO4,2020,6000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO41,2020,5000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,RO42,2020,7100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE,2020,26200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE1,2020,28900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE11,2020,32700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE12,2020,23800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE2,2020,24900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE21,2020,23100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE22,2020,24600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE23,2020,26000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE3,2020,22800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE31,2020,22100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE32,2020,22800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SE33,2020,24000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI,2020,14400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI,2021,15700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI0,2020,14400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI0,2021,15700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI03,2020,13900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI03,2021,15000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI04,2020,15000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SI04,2021,16600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK,2020,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK0,2020,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK01,2020,19100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK02,2020,9800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK03,2020,9800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B5N,SK04,2020,7900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT,2020,23500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT1,2020,23300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT11,2020,24400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT12,2020,24600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT13,2020,22000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT2,2020,23300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT21,2020,23000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT22,2020,23400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT3,2020,23800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT31,2020,23800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT32,2020,24000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT33,2020,23300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,AT34,2020,24700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE,2020,22200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE1,2020,20700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE10,2020,20700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE2,2020,23400,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE21,2020,22900,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE22,2020,22200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE23,2020,23100,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE24,2020,25400,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE25,2020,23400,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE3,2020,20700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE31,2020,24100,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE32,2020,19900,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE33,2020,20300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE34,2020,21300,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BE35,2020,20700,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG,2020,5100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG3,2020,4000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG31,2020,3900,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG32,2020,4200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG33,2020,4000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG34,2020,4000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG4,2020,6100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG41,2020,7500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,BG42,2020,4100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY,2020,15800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY,2021,16200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY0,2020,15800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY0,2021,16200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY00,2020,15800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CY00,2021,16200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ,2020,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ,2021,11500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ0,2020,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ0,2021,11500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ01,2020,13400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ01,2021,15700,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ02,2020,10600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ02,2021,11500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ03,2020,10100,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ03,2021,11200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ04,2020,9400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ04,2021,10200,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ05,2020,10000,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ05,2021,10800,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ06,2020,10300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ06,2021,11300,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ07,2020,9600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ07,2021,10600,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ08,2020,9500,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,CZ08,2021,10400,
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE,2020,23200,p
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE1,2020,25000,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE11,2020,25500,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE12,2020,24400,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE13,2020,24900,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE14,2020,25000,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE2,2020,25400,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE21,2020,28100,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE22,2020,23600,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE23,2020,23400,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE24,2020,23400,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE25,2020,24400,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE26,2020,23900,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE27,2020,24200,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE3,2020,21200,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE30,2020,21200,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE4,2020,21700,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE40,2020,21700,e
dataflow,ESTAT:NAMA_10R_2HHINC(1.0),A,EUR_HAB,BAL,B6N,DE5,2020,21500,e
