STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB1,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB1,2022,11.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB2,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB2,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB3,2021,8.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB3,2022,7.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEC,2021,7.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEC,2022,7.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEC0,2021,7.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEC0,2022,7.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED,2021,4.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED,2022,5.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED2,2021,4.6,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED2,2022,5.1,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED4,2021,4.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED4,2022,5.5,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED5,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DED5,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEE,2021,3.9,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEE,2022,4.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEE0,2021,3.9,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEE0,2022,4.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEF,2021,8.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEF,2022,9.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEF0,2021,8.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEF0,2022,9.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEG,2021,5.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEG,2022,6.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEG0,2021,5.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEG0,2022,6.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK,2021,9.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK,2022,10.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK0,2021,9.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK0,2022,10.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK01,2021,10.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK01,2022,12.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK02,2021,10.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK02,2022,9.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK03,2021,8.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK03,2022,10.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK04,2021,10.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK04,2022,11.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK05,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DK05,2022,8.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE,2021,14.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE,2022,16.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE0,2021,14.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE0,2022,16.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE00,2021,14.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EE00,2022,16.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL,2021,4.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL3,2021,4.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL3,2022,4.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL30,2021,4.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL30,2022,4.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL4,2021,5.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL4,2022,5.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL41,2021,5.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL41,2022,7.0,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL42,2021,7.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL42,2022,3.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL43,2021,5.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL43,2022,5.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL5,2021,3.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL5,2022,3.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL51,2021,2.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL51,2022,4.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL52,2021,3.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL52,2022,3.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL53,2021,4.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL53,2022,3.5,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL54,2021,3.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL54,2022,3.3,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL6,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL6,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL61,2021,7.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL61,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL62,2021,5.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL62,2022,6.1,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL63,2021,4.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL63,2022,5.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL64,2021,3.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL64,2022,4.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL65,2021,6.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,EL65,2022,6.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES,2022,3.3,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES1,2021,2.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES1,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES11,2021,2.5,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES11,2022,2.7,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES12,2021,2.2,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES12,2022,2.6,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES13,2021,3.5,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES13,2022,3.4,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES2,2021,2.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES2,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES21,2021,2.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES21,2022,2.7,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES22,2021,2.0,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES22,2022,2.6,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES23,2021,3.8,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES23,2022,4.1,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES24,2021,2.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES24,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES3,2021,3.9,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES3,2022,4.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES30,2021,3.9,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES30,2022,4.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES4,2021,2.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES4,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES41,2021,3.0,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES41,2022,2.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES42,2021,2.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES42,2022,2.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES43,2021,1.8,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES43,2022,2.0,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES5,2021,3.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES5,2022,3.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES51,2021,3.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES51,2022,3.3,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES52,2021,3.0,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES52,2022,3.3,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES53,2021,4.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES53,2022,5.3,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES6,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES6,2022,3.0,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES61,2021,2.8,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES61,2022,2.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES62,2021,4.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES62,2022,3.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES63,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES63,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES64,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES64,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES7,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES7,2022,3.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES70,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ES70,2022,3.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI,2021,8.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI,2022,9.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1,2021,8.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1,2022,9.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI19,2021,9.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI19,2022,10.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1B,2021,9.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1B,2022,10.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1C,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1C,2022,8.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1D,2021,7.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI1D,2022,7.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI2,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI2,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI20,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FI20,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR,2021,3.4,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR,2022,3.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR1,2021,5.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR1,2022,6.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR10,2021,5.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FR10,2022,6.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRB,2021,2.5,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRB,2022,2.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRB0,2021,2.5,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRB0,2022,2.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC,2022,4.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC1,2021,3.4,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC1,2022,4.7,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC2,2021,2.7,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRC2,2022,3.9,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD,2021,2.5,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD,2022,3.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD1,2021,2.4,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD1,2022,4.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD2,2021,2.6,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRD2,2022,2.3,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE,2021,2.2,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE,2022,2.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE1,2021,1.8,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE1,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE2,2021,3.2,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRE2,2022,3.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF,2021,3.0,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF,2022,3.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF1,2021,3.5,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF1,2022,2.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF2,2021,2.6,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF2,2022,3.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF3,2021,3.0,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRF3,2022,2.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRG,2021,1.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRG,2022,2.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRG0,2021,1.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRG0,2022,2.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRH,2021,2.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRH,2022,3.6,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRH0,2021,2.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRH0,2022,3.6,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI,2021,3.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI,2022,3.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI1,2021,3.6,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI1,2022,3.5,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI2,2021,2.7,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI2,2022,4.4,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI3,2021,2.9,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRI3,2022,3.1,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ,2021,3.1,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ,2022,3.6,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ1,2021,2.9,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ1,2022,4.0,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ2,2021,3.3,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRJ2,2022,3.3,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK,2021,3.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK,2022,3.7,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK1,2021,3.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK1,2022,3.2,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK2,2021,3.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRK2,2022,3.8,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRL,2021,4.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRL,2022,4.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRL0,2021,4.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRL0,2022,4.4,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRM,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRM,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRM0,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRM0,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY,2021,4.2,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY,2022,4.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY1,2021,4.2,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY1,2022,3.8,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY2,2021,3.7,bdu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY2,2022,5.1,du
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY3,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY3,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY4,2021,4.7,bd
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,FRY4,2022,4.9,d
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR,2021,3.2,b
