STRUCTURE,STRUCTURE_ID,freq,unit,wstatus,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC14,2020,17.02,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC14,2021,17.07,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC2,2020,75.27,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC2,2021,75.48,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC21,2020,36.04,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC21,2021,36.14,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC22,2020,17.79,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC22,2021,17.84,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC23,2020,13.95,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC23,2021,13.99,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC24,2020,7.49,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRC24,2021,7.51,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD,2020,182.4,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD,2021,182.93,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD1,2020,82.05,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD1,2021,82.29,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD11,2020,30.14,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD11,2021,30.23,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD12,2020,34.26,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD12,2021,34.36,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD13,2020,17.65,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD13,2021,17.7,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD2,2020,100.35,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD2,2021,100.64,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD21,2020,33.6,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD21,2021,33.69,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD22,2020,66.76,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRD22,2021,66.95,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE,2020,259.78,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE,2021,260.52,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE1,2020,171.82,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE1,2021,172.31,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE11,2020,112.4,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE11,2021,112.72,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE12,2020,59.43,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE12,2021,59.6,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE2,2020,87.96,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE2,2021,88.21,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE21,2020,21.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE21,2021,21.27,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE22,2020,38.22,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE22,2021,38.33,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE23,2020,28.53,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRE23,2021,28.62,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF,2020,281.49,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF,2021,282.3,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF1,2020,112.89,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF1,2021,113.22,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF11,2020,69.82,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF11,2021,70.02,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF12,2020,43.07,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF12,2021,43.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF2,2020,66.87,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF2,2021,67.07,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF21,2020,15.61,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF21,2021,15.66,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF22,2020,14.54,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF22,2021,14.59,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF23,2020,25.92,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF23,2021,25.99,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF24,2020,10.8,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF24,2021,10.83,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF3,2020,101.73,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF3,2021,102.02,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF31,2020,24.33,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF31,2021,24.4,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF32,2020,8.94,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF32,2021,8.97,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF33,2020,45.99,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF33,2021,46.12,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF34,2020,22.47,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRF34,2021,22.53,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG,2020,235.7,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG,2021,236.38,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG0,2020,235.7,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG0,2021,236.38,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG01,2020,72.79,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG01,2021,73,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG02,2020,51.27,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG02,2021,51.42,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG03,2020,22.65,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG03,2021,22.71,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG04,2020,36.22,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG04,2021,36.32,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG05,2020,52.78,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRG05,2021,52.93,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH,2020,165.24,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH,2021,165.71,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH0,2020,165.24,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH0,2021,165.71,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH01,2020,28.7,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH01,2021,28.78,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH02,2020,43.03,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH02,2021,43.15,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH03,2020,53.66,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH03,2021,53.81,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH04,2020,39.86,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRH04,2021,39.97,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI,2020,254.96,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI,2021,255.69,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI1,2020,140.01,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI1,2021,140.41,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI11,2020,16.48,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI11,2021,16.53,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI12,2020,60.74,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI12,2021,60.91,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI13,2020,18.9,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI13,2021,18.96,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI14,2020,13.44,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI14,2021,13.47,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI15,2020,30.45,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI15,2021,30.53,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI2,2020,31.18,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI2,2021,31.28,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI21,2020,11.91,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI21,2021,11.95,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI22,2020,3.67,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI22,2021,3.68,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI23,2020,15.6,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI23,2021,15.65,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI3,2020,83.77,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI3,2021,84.01,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI31,2020,21.13,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI31,2021,21.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI32,2020,21.3,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI32,2021,21.36,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI33,2020,20.94,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI33,2021,21,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI34,2020,20.39,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRI34,2021,20.45,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ,2020,215.77,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ,2021,216.39,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ1,2020,69.69,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ1,2021,69.89,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ11,2020,7.94,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ11,2021,7.97,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ12,2020,23.05,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ12,2021,23.12,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ13,2020,26.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ13,2021,26.27,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ14,2020,3.09,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ14,2021,3.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ15,2020,9.4,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ15,2021,9.43,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ2,2020,146.08,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ2,2021,146.5,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ21,2020,6.89,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ21,2021,6.91,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ22,2020,14.24,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ22,2021,14.28,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ23,2020,74.55,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ23,2021,74.77,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ24,2020,6.59,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ24,2021,6.61,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ25,2020,9.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ25,2021,9.13,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ26,2020,9.52,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ26,2021,9.54,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ27,2020,16.68,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ27,2021,16.73,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ28,2020,8.51,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRJ28,2021,8.54,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK,2020,451.86,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK,2021,453.16,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK1,2020,73.52,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK1,2021,73.74,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK11,2020,16.55,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK11,2021,16.6,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK12,2020,5.36,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK12,2021,5.38,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK13,2020,14.41,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK13,2021,14.45,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK14,2020,37.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK14,2021,37.31,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK2,2020,378.34,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK2,2021,379.42,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK21,2020,42.24,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK21,2021,42.36,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK22,2020,17.91,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK22,2021,17.96,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK23,2020,34.79,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK23,2021,34.89,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK24,2020,75.26,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK24,2021,75.48,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK25,2020,45.33,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK25,2021,45.46,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK26,2020,98.64,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK26,2021,98.92,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK27,2020,20.96,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK27,2021,21.02,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK28,2020,43.22,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRK28,2021,43.34,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL,2020,151.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL,2021,151.52,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL0,2020,151.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL0,2021,151.52,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL01,2020,5.36,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL01,2021,5.37,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL02,2020,2.74,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL02,2021,2.75,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL03,2020,29.5,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL03,2021,29.58,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL04,2020,72.3,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL04,2021,72.5,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL05,2020,22.2,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL05,2021,22.26,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL06,2020,19,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRL06,2021,19.05,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM,2020,7.06,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM,2021,7.08,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM0,2020,7.06,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM0,2021,7.08,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM01,2020,3.5,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM01,2021,3.51,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM02,2020,3.56,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRM02,2021,3.57,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY,2020,40.58,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY,2021,40.7,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY1,2020,8.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY1,2021,8.13,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY10,2020,8.1,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY10,2021,8.13,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY2,2020,8.09,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY2,2021,8.12,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY20,2020,8.09,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY20,2021,8.12,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY3,2020,4.08,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY3,2021,4.09,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY30,2020,4.08,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY30,2021,4.09,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY4,2020,18.25,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY4,2021,18.3,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY40,2020,18.25,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY40,2021,18.3,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY5,2020,2.05,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY5,2021,2.06,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY50,2020,2.05,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,FRY50,2021,2.06,p
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR,2020,348.14,
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR0,2020,348.14,
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR02,2020,91.04,
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR021,2020,10.1,
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR022,2020,5.85,
dataflow,ESTAT:NAMA_10R_3EMPERS(1.0),A,THS,EMP,B-E,HR023,2020,5.99,
